survived,pclass,sex,age,sibsp,fare,class,who,adult_male,deck,embark_town,alive,alone
0,3,male,47,0,7.25,Third,man,TRUE,,Southampton,no,TRUE
0,3,female,,0,7.75,Third,woman,FALSE,,Queenstown,no,FALSE
0,2,male,37,1,26,Second,man,TRUE,,Southampton,no,FALSE
0,3,male,36,1,24.15,Third,man,TRUE,,Southampton,no,FALSE
1,2,female,,0,33,Second,woman,FALSE,,Southampton,yes,TRUE
0,3,male,49,0,0,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE
1,1,male,49,1,56.9292,First,man,TRUE,A,Cherbourg,yes,FALSE
1,2,female,24,2,27,Second,woman,FALSE,,Southampton,yes,FALSE
0,3,male,,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
0,1,male,,0,42.4,First,man,TRUE,,Southampton,no,TRUE
0,3,male,44,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
1,1,male,35,0,26.55,First,man,TRUE,,Cherbourg,yes,TRUE
0,3,male,36,1,15.55,Third,man,TRUE,,Southampton,no,FALSE
0,3,male,30,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
1,1,male,27,0,30.5,First,man,TRUE,,Southampton,yes,TRUE
1,2,female,22,1,41.5792,Second,woman,FALSE,,Cherbourg,yes,FALSE
1,1,female,40,0,153.4625,First,woman,FALSE,C,Southampton,yes,TRUE
0,3,female,39,1,31.275,Third,woman,FALSE,,Southampton,no,FALSE
0,3,male,,0,7.05,Third,man,TRUE,,Southampton,no,TRUE
1,3,female,,1,15.5,Third,woman,FALSE,,Queenstown,yes,FALSE
0,3,male,,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE
0,3,male,35,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
1,2,female,24,1,65,Second,woman,FALSE,,Southampton,yes,FALSE
0,3,male,34,1,14.4,Third,man,TRUE,,Southampton,no,FALSE
0,3,female,26,1,16.1,Third,woman,FALSE,,Southampton,no,FALSE
1,2,female,4,2,39,Second,child,FALSE,F,Southampton,yes,FALSE
0,2,male,26,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
0,3,male,27,1,14.4542,Third,man,TRUE,,Cherbourg,no,FALSE
1,1,male,42,1,52.5542,First,man,TRUE,D,Southampton,yes,FALSE
1,3,male,20,1,15.7417,Third,man,TRUE,,Cherbourg,yes,FALSE
0,3,male,21,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,21,0,16.1,Third,man,TRUE,,Southampton,no,TRUE
0,1,male,61,0,32.3208,First,man,TRUE,D,Southampton,no,TRUE
0,2,male,57,0,12.35,Second,man,TRUE,,Queenstown,no,TRUE
1,1,female,21,0,77.9583,First,woman,FALSE,D,Southampton,yes,TRUE
0,3,male,26,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,,0,7.7333,Third,man,TRUE,,Queenstown,no,TRUE
1,1,male,80,0,30,First,man,TRUE,A,Southampton,yes,TRUE
0,3,male,51,0,7.0542,Third,man,TRUE,,Southampton,no,TRUE
1,1,male,32,0,30.5,First,man,TRUE,B,Cherbourg,yes,TRUE
0,1,male,,0,0,First,man,TRUE,,Southampton,no,TRUE
0,3,female,9,3,27.9,Third,child,FALSE,,Southampton,no,FALSE
1,2,female,28,0,13,Second,woman,FALSE,,Southampton,yes,TRUE
0,3,male,32,0,7.925,Third,man,TRUE,,Southampton,no,TRUE
0,2,male,31,1,26.25,Second,man,TRUE,,Southampton,no,FALSE
0,3,female,41,0,39.6875,Third,woman,FALSE,,Southampton,no,FALSE
0,3,male,,1,16.1,Third,man,TRUE,,Southampton,no,FALSE
0,3,male,20,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE
1,1,female,24,0,69.3,First,woman,FALSE,B,Cherbourg,yes,TRUE
0,3,female,2,3,27.9,Third,child,FALSE,,Southampton,no,FALSE
1,3,male,,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE
1,3,female,0.75,2,19.2583,Third,child,FALSE,,Cherbourg,yes,FALSE
1,1,male,48,1,76.7292,First,man,TRUE,D,Cherbourg,yes,FALSE
0,3,male,19,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
1,1,male,56,0,35.5,First,man,TRUE,A,Cherbourg,yes,TRUE
0,3,male,,0,7.55,Third,man,TRUE,,Southampton,no,TRUE
1,3,female,23,0,7.55,Third,woman,FALSE,,Southampton,yes,TRUE
0,3,male,,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
1,2,female,18,0,23,Second,woman,FALSE,,Southampton,yes,FALSE
0,3,male,21,0,8.4333,Third,man,TRUE,,Southampton,no,TRUE
1,3,female,,0,7.8292,Third,woman,FALSE,,Queenstown,yes,TRUE
0,3,female,18,0,6.75,Third,woman,FALSE,,Queenstown,no,TRUE
0,2,male,24,2,73.5,Second,man,TRUE,,Southampton,no,FALSE
0,3,male,,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
0,3,female,32,1,15.5,Third,woman,FALSE,,Queenstown,no,FALSE
0,2,male,23,0,13,Second,man,TRUE,,Southampton,no,TRUE
0,1,male,58,0,113.275,First,man,TRUE,D,Cherbourg,no,FALSE
1,1,male,50,2,133.65,First,man,TRUE,,Southampton,yes,FALSE
0,3,male,40,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE
0,1,male,47,0,25.5875,First,man,TRUE,E,Southampton,no,TRUE
0,3,male,36,0,7.4958,Third,man,TRUE,,Southampton,no,TRUE
1,3,male,20,1,7.925,Third,man,TRUE,,Southampton,yes,FALSE
0,2,male,32,2,73.5,Second,man,TRUE,,Southampton,no,FALSE
0,2,male,25,0,13,Second,man,TRUE,,Southampton,no,TRUE
0,3,male,,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,43,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
1,1,female,,1,52,First,woman,FALSE,C,Southampton,yes,FALSE
1,2,female,40,1,39,Second,woman,FALSE,,Southampton,yes,FALSE
0,1,male,31,1,52,First,man,TRUE,B,Southampton,no,FALSE
0,2,male,70,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
1,2,male,31,0,13,Second,man,TRUE,,Southampton,yes,TRUE
0,2,male,,0,0,Second,man,TRUE,,Southampton,no,TRUE
0,3,male,18,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,24.5,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
1,3,female,18,0,9.8417,Third,woman,FALSE,,Southampton,yes,TRUE
0,3,female,43,1,46.9,Third,woman,FALSE,,Southampton,no,FALSE
1,1,male,36,0,512.3292,First,man,TRUE,B,Cherbourg,yes,FALSE
0,3,female,,0,8.1375,Third,woman,FALSE,,Queenstown,no,TRUE
1,1,male,27,0,76.7292,First,man,TRUE,D,Cherbourg,yes,TRUE
0,3,male,20,0,9.225,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,14,5,46.9,Third,child,FALSE,,Southampton,no,FALSE
0,2,male,60,1,39,Second,man,TRUE,,Southampton,no,FALSE
0,2,male,25,1,41.5792,Second,man,TRUE,,Cherbourg,no,FALSE
0,3,male,14,4,39.6875,Third,child,FALSE,,Southampton,no,FALSE
0,3,male,19,0,10.1708,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,18,0,7.7958,Third,man,TRUE,,Southampton,no,TRUE
1,1,female,15,0,211.3375,First,child,FALSE,B,Southampton,yes,FALSE
1,1,male,31,1,57,First,man,TRUE,B,Southampton,yes,FALSE
1,3,female,4,0,13.4167,Third,child,FALSE,,Cherbourg,yes,FALSE
1,3,male,,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE
0,3,male,25,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE
0,1,male,60,0,26.55,First,man,TRUE,,Southampton,no,TRUE
0,2,male,52,0,13.5,Second,man,TRUE,,Southampton,no,TRUE
0,3,male,44,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
1,3,female,,0,7.7333,Third,woman,FALSE,,Queenstown,yes,TRUE
0,1,male,49,1,110.8833,First,man,TRUE,C,Cherbourg,no,FALSE
0,3,male,42,0,7.65,Third,man,TRUE,F,Southampton,no,TRUE
1,1,female,18,1,227.525,First,woman,FALSE,C,Cherbourg,yes,FALSE
1,1,male,35,0,26.2875,First,man,TRUE,E,Southampton,yes,TRUE
0,3,female,18,0,14.4542,Third,woman,FALSE,,Cherbourg,no,FALSE
0,3,male,25,0,7.7417,Third,man,TRUE,,Queenstown,no,TRUE
0,3,male,26,1,7.8542,Third,man,TRUE,,Southampton,no,FALSE
0,2,male,39,0,26,Second,man,TRUE,,Southampton,no,TRUE
1,2,female,45,0,13.5,Second,woman,FALSE,,Southampton,yes,TRUE
1,1,male,42,0,26.2875,First,man,TRUE,E,Southampton,yes,TRUE
1,1,female,22,0,151.55,First,woman,FALSE,,Southampton,yes,TRUE
1,3,male,,1,15.2458,Third,man,TRUE,,Cherbourg,yes,FALSE
1,1,female,24,0,49.5042,First,woman,FALSE,C,Cherbourg,yes,TRUE
0,1,male,,0,26.55,First,man,TRUE,C,Southampton,no,TRUE
1,1,male,48,1,52,First,man,TRUE,C,Southampton,yes,FALSE
0,3,male,29,0,9.4833,Third,man,TRUE,,Southampton,no,TRUE
0,2,male,52,0,13,Second,man,TRUE,,Southampton,no,TRUE
0,3,male,19,0,7.65,Third,man,TRUE,F,Southampton,no,TRUE
1,1,female,38,0,227.525,First,woman,FALSE,C,Cherbourg,yes,TRUE
1,2,female,27,0,10.5,Second,woman,FALSE,E,Southampton,yes,TRUE
0,3,male,,0,15.5,Third,man,TRUE,,Queenstown,no,TRUE
0,3,male,33,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
1,2,female,6,0,33,Second,child,FALSE,,Southampton,yes,FALSE
0,3,male,17,1,7.0542,Third,man,TRUE,,Southampton,no,FALSE
0,2,male,34,0,13,Second,man,TRUE,,Southampton,no,TRUE
0,2,male,50,0,13,Second,man,TRUE,,Southampton,no,TRUE
1,1,male,27,1,53.1,First,man,TRUE,E,Southampton,yes,FALSE
0,3,male,20,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE
1,2,female,30,3,21,Second,woman,FALSE,,Southampton,yes,FALSE
1,3,female,,0,7.7375,Third,woman,FALSE,,Queenstown,yes,TRUE
0,2,male,25,1,26,Second,man,TRUE,,Southampton,no,FALSE
0,3,female,25,1,7.925,Third,woman,FALSE,,Southampton,no,FALSE
1,1,female,29,0,211.3375,First,woman,FALSE,B,Southampton,yes,TRUE
0,3,male,11,0,18.7875,Third,child,FALSE,,Cherbourg,no,TRUE
0,2,male,,0,0,Second,man,TRUE,,Southampton,no,TRUE
0,2,male,23,0,13,Second,man,TRUE,,Southampton,no,TRUE
0,2,male,23,0,13,Second,man,TRUE,,Southampton,no,TRUE
0,3,male,28.5,0,16.1,Third,man,TRUE,,Southampton,no,TRUE
0,3,female,48,1,34.375,Third,woman,FALSE,,Southampton,no,FALSE
1,1,male,35,0,512.3292,First,man,TRUE,B,Cherbourg,yes,TRUE
0,3,male,,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
1,1,male,,0,30,First,man,TRUE,D,Southampton,yes,TRUE
0,1,male,36,1,78.85,First,man,TRUE,C,Southampton,no,FALSE
1,1,female,21,2,262.375,First,woman,FALSE,B,Cherbourg,yes,FALSE
0,3,male,24,1,16.1,Third,man,TRUE,,Southampton,no,FALSE
1,3,male,31,0,7.925,Third,man,TRUE,,Southampton,yes,TRUE
0,1,male,70,1,71,First,man,TRUE,B,Southampton,no,FALSE
0,3,male,16,1,20.25,Third,man,TRUE,,Southampton,no,FALSE
1,2,female,30,0,13,Second,woman,FALSE,,Southampton,yes,TRUE
0,1,male,19,1,53.1,First,man,TRUE,D,Southampton,no,FALSE
0,3,male,31,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE
1,2,female,4,1,23,Second,child,FALSE,,Southampton,yes,FALSE
1,3,male,6,0,12.475,Third,child,FALSE,E,Southampton,yes,FALSE
0,3,male,33,0,9.5,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,23,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
1,2,female,48,1,65,Second,woman,FALSE,,Southampton,yes,FALSE
1,2,male,0.67,1,14.5,Second,child,FALSE,,Southampton,yes,FALSE
0,3,male,28,0,7.7958,Third,man,TRUE,,Southampton,no,TRUE
0,2,male,18,0,11.5,Second,man,TRUE,,Southampton,no,TRUE
0,3,male,34,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
1,1,female,33,0,86.5,First,woman,FALSE,B,Southampton,yes,TRUE
0,3,male,,0,14.5,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,41,0,7.125,Third,man,TRUE,,Southampton,no,TRUE
1,3,male,20,0,7.2292,Third,man,TRUE,,Cherbourg,yes,TRUE
1,1,female,36,1,120,First,woman,FALSE,B,Southampton,yes,FALSE
0,3,male,16,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
1,1,female,51,1,77.9583,First,woman,FALSE,D,Southampton,yes,FALSE
0,1,male,,0,39.6,First,man,TRUE,,Cherbourg,no,TRUE
0,3,female,30.5,0,7.75,Third,woman,FALSE,,Queenstown,no,TRUE
0,3,male,,1,24.15,Third,man,TRUE,,Queenstown,no,FALSE
0,3,male,32,0,8.3625,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,24,0,9.5,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,48,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE
0,2,female,57,0,10.5,Second,woman,FALSE,E,Southampton,no,TRUE
0,3,male,,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE
1,2,female,54,1,23,Second,woman,FALSE,,Southampton,yes,FALSE
0,3,male,18,0,7.75,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,,0,7.75,Third,man,TRUE,F,Queenstown,no,TRUE
1,3,female,5,0,12.475,Third,child,FALSE,,Southampton,yes,TRUE
0,3,male,,0,7.7375,Third,man,TRUE,,Queenstown,no,TRUE
1,1,female,43,0,211.3375,First,woman,FALSE,B,Southampton,yes,FALSE
1,3,female,13,0,7.2292,Third,child,FALSE,,Cherbourg,yes,TRUE
1,1,female,17,1,57,First,woman,FALSE,B,Southampton,yes,FALSE
0,1,male,29,0,30,First,man,TRUE,D,Southampton,no,TRUE
0,3,male,,1,23.45,Third,man,TRUE,,Southampton,no,FALSE
0,3,male,25,0,7.05,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,25,0,7.25,Third,man,TRUE,,Southampton,no,TRUE
1,3,female,18,0,7.4958,Third,woman,FALSE,,Southampton,yes,TRUE
0,3,male,8,4,29.125,Third,child,FALSE,,Queenstown,no,FALSE
1,3,male,1,1,20.575,Third,child,FALSE,,Southampton,yes,FALSE
0,1,male,46,0,79.2,First,man,TRUE,B,Cherbourg,no,TRUE
0,3,male,,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE
0,2,male,16,0,26,Second,man,TRUE,,Southampton,no,TRUE
0,3,female,,8,69.55,Third,woman,FALSE,,Southampton,no,FALSE
0,1,male,,0,30.6958,First,man,TRUE,,Cherbourg,no,TRUE
0,3,male,25,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
0,2,male,39,0,13,Second,man,TRUE,,Southampton,no,TRUE
1,1,female,49,0,25.9292,First,woman,FALSE,D,Southampton,yes,TRUE
1,3,female,31,0,8.6833,Third,woman,FALSE,,Southampton,yes,TRUE
0,3,male,30,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE
0,3,female,30,1,24.15,Third,woman,FALSE,,Southampton,no,FALSE
0,2,male,34,0,13,Second,man,TRUE,,Southampton,no,TRUE
1,2,female,31,1,26.25,Second,woman,FALSE,,Southampton,yes,FALSE
1,1,male,11,1,120,First,child,FALSE,B,Southampton,yes,FALSE
1,3,male,0.42,0,8.5167,Third,child,FALSE,,Cherbourg,yes,FALSE
1,3,male,27,0,6.975,Third,man,TRUE,,Southampton,yes,TRUE
0,3,male,31,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
0,1,male,39,0,0,First,man,TRUE,A,Southampton,no,TRUE
0,3,female,18,0,7.775,Third,woman,FALSE,,Southampton,no,TRUE
0,2,male,39,0,13,Second,man,TRUE,,Southampton,no,TRUE
1,1,female,33,1,53.1,First,woman,FALSE,E,Southampton,yes,FALSE
0,3,male,26,0,7.8875,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,39,0,24.15,Third,man,TRUE,,Southampton,no,TRUE
0,2,male,35,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
0,3,female,6,4,31.275,Third,child,FALSE,,Southampton,no,FALSE
0,3,male,30.5,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
0,1,male,,0,0,First,man,TRUE,B,Southampton,no,TRUE
0,3,female,23,0,7.925,Third,woman,FALSE,,Southampton,no,TRUE
0,2,male,31,1,37.0042,Second,man,TRUE,,Cherbourg,no,FALSE
0,3,male,43,0,6.45,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,10,3,27.9,Third,child,FALSE,,Southampton,no,FALSE
1,1,female,52,1,93.5,First,woman,FALSE,B,Southampton,yes,FALSE
1,3,male,27,0,8.6625,Third,man,TRUE,,Southampton,yes,TRUE
0,1,male,38,0,0,First,man,TRUE,,Southampton,no,TRUE
1,3,female,27,0,12.475,Third,woman,FALSE,E,Southampton,yes,FALSE
0,3,male,2,4,39.6875,Third,child,FALSE,,Southampton,no,FALSE
0,3,male,,0,6.95,Third,man,TRUE,,Queenstown,no,TRUE
0,3,male,,0,56.4958,Third,man,TRUE,,Southampton,no,TRUE
1,2,male,1,0,37.0042,Second,child,FALSE,,Cherbourg,yes,FALSE
1,3,male,,0,7.75,Third,man,TRUE,,Queenstown,yes,TRUE
1,1,female,62,0,80,First,woman,FALSE,B,,yes,TRUE
1,3,female,15,1,14.4542,Third,child,FALSE,,Cherbourg,yes,FALSE
1,2,male,0.83,1,18.75,Second,child,FALSE,,Southampton,yes,FALSE
0,3,male,,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE
0,3,male,23,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,18,0,8.3,Third,man,TRUE,,Southampton,no,TRUE
1,1,female,39,1,83.1583,First,woman,FALSE,E,Cherbourg,yes,FALSE
0,3,male,21,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,,0,8.05,Third,man,TRUE,,Southampton,no,TRUE
1,3,male,32,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE
1,1,male,,0,29.7,First,man,TRUE,C,Cherbourg,yes,TRUE
0,3,male,20,0,7.925,Third,man,TRUE,,Southampton,no,TRUE
0,2,male,16,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
1,1,female,30,0,31,First,woman,FALSE,,Cherbourg,yes,TRUE
0,3,male,34.5,0,6.4375,Third,man,TRUE,,Cherbourg,no,TRUE
0,3,male,17,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,42,0,7.55,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,,8,69.55,Third,man,TRUE,,Southampton,no,FALSE
0,3,male,35,0,7.8958,Third,man,TRUE,,Cherbourg,no,TRUE
0,2,male,28,0,33,Second,man,TRUE,,Southampton,no,FALSE
1,1,female,,1,89.1042,First,woman,FALSE,C,Cherbourg,yes,FALSE
0,3,male,4,4,31.275,Third,child,FALSE,,Southampton,no,FALSE
0,3,male,74,0,7.775,Third,man,TRUE,,Southampton,no,TRUE
0,3,female,9,1,15.2458,Third,child,FALSE,,Cherbourg,no,FALSE
1,1,female,16,0,39.4,First,woman,FALSE,D,Southampton,yes,FALSE
0,2,female,44,1,26,Second,woman,FALSE,,Southampton,no,FALSE
1,3,female,18,0,9.35,Third,woman,FALSE,,Southampton,yes,FALSE
1,1,female,45,1,164.8667,First,woman,FALSE,,Southampton,yes,FALSE
1,1,male,51,0,26.55,First,man,TRUE,E,Southampton,yes,TRUE
1,3,female,24,0,19.2583,Third,woman,FALSE,,Cherbourg,yes,FALSE
0,3,male,,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE
0,3,male,41,2,14.1083,Third,man,TRUE,,Southampton,no,FALSE
0,2,male,21,1,11.5,Second,man,TRUE,,Southampton,no,FALSE
1,1,female,48,0,25.9292,First,woman,FALSE,D,Southampton,yes,TRUE
0,3,female,,8,69.55,Third,woman,FALSE,,Southampton,no,FALSE
0,2,male,24,0,13,Second,man,TRUE,,Southampton,no,TRUE
1,2,female,42,0,13,Second,woman,FALSE,,Southampton,yes,TRUE
1,2,female,27,1,13.8583,Second,woman,FALSE,,Cherbourg,yes,FALSE
0,1,male,31,0,50.4958,First,man,TRUE,A,Southampton,no,TRUE
0,3,male,,0,9.5,Third,man,TRUE,,Southampton,no,TRUE
1,3,male,4,1,11.1333,Third,child,FALSE,,Southampton,yes,FALSE
0,3,male,26,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
1,1,female,47,1,52.5542,First,woman,FALSE,D,Southampton,yes,FALSE
0,1,male,33,0,5,First,man,TRUE,B,Southampton,no,TRUE
0,3,male,47,0,9,Third,man,TRUE,,Southampton,no,TRUE
1,2,female,28,1,24,Second,woman,FALSE,,Cherbourg,yes,FALSE
1,3,female,15,0,7.225,Third,child,FALSE,,Cherbourg,yes,TRUE
0,3,male,20,0,9.8458,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,19,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
0,3,male,,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
1,1,female,56,0,83.1583,First,woman,FALSE,C,Cherbourg,yes,FALSE
1,2,female,25,0,26,Second,woman,FALSE,,Southampton,yes,FALSE
0,3,male,33,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE
0,3,female,22,0,10.5167,Third,woman,FALSE,,Southampton,no,TRUE
0,2,male,28,0,10.5,Second,man,TRUE,,Southampton,no,TRUE
0,3,male,25,0,7.05,Third,man,TRUE,,Southampton,no,TRUE
0,3,female,39,0,29.125,Third,woman,FALSE,,Queenstown,no,FALSE
0,2,male,27,0,13,Second,man,TRUE,,Southampton,no,TRUE
1,1,female,19,0,30,First,woman,FALSE,B,Southampton,yes,TRUE
0,3,female,,1,23.45,Third,woman,FALSE,,Southampton,no,FALSE
1,1,male,26,0,30,First,man,TRUE,C,Cherbourg,yes,TRUE
0,3,male,32,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE
